drugbank_id,name,cas,smiles
DB04662,OLOMOUCINE II,,[H][C@@](CC)(CO)NC1=NC2=C(N=CN2C(C)C)C(NCC2=CC=CC=C2O)=N1
DB04663,"2-KETO-6-PHOSPHATE-D-GLUCONIC ACID, ALPHA-FURANOSE FORM",,O[C@@H]1[C@@H](COP(O)(O)=O)O[C@](O)([C@@H]1O)C(O)=O
DB04664,Cyclohexyl-pentyl-maltoside,250692-65-0,OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](OCCCCCC3CCCCC3)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O
DB04665,Coumarin,91-64-5,O=C1OC2=CC=CC=C2C=C1
DB04666,CHROMOPHORE (LYS-TYR-GLY),,[H]\C(=C1\N=C(N(CC(O)=O)C1=O)[C@@]([H])(N)CCCCN)C1=CC=C(O)C=C1
DB04667,CHROMOPHORE (HIS-TYR-GLY),,[H][C@](N)(CC1=CN=CN1)C1=NC(C=C2C=CC(=O)C=C2)=C(O)N1CC([O-])=O
DB04668,CHROMOPHORE (GLU-TYR-GLY),,[H]N=C(CCC(O)=O)C1=N\C(=C(/[H])C2=CC=C(O)C=C2)C(=O)N1CC(O)=O
DB04669,TRIAZOLOPYRIMIDINE,,BrC1=CC=CC(=C1)C1=NC2=[N+](NC=N2)C(NCC2=CC=NC=C2)=C1
DB04671,[(1S)-4-[[Amino-[(2R)-2-amino-2-carboxyethyl]sulfanylmethylidene]amino]-1-carboxybutyl]azanium,,N[C@@H](CS\C(N)=N\CCC[C@H]([NH3+])C(O)=O)C(O)=O
DB04672,"Cyclic 3',5'-thymidine monophosphate",6453-60-7,[H][C@]1(COP(O)(O)=O)O[C@]([H])(C=C1)N1C=C(C)C(=O)NC1=O
DB04673,4-[(5-CHLOROINDOL-2-YL)SULFONYL]-2-(2-METHYLPROPYL)-1-[[5-(PYRIDIN-4-YL)PYRIMIDIN-2-YL]CARBONYL]PIPERAZINE,,[H][C@@]1(CC(C)C)CN(CCN1C(=O)C1=NC=C(C=N1)C1=CC=NC=C1)S(=O)(=O)C1=CC2=CC(Cl)=CC=C2N1
DB04674,"2-HYDROXY-3,5-DIIODOBENZOIC ACID",,OC(=O)C1=C(O)C(I)=CC(I)=C1
DB04676,Dansyllysine,1101-84-4,CN(C)C1=CC=CC2=C1C=CC=C2S(=O)(=O)NCCCC[C@H](N)C(O)=O
DB04677,N-METHYL-N-[(1R)-1-METHYL-2-PHENYLETHYL]PROP-2-EN-1-AMINE,,[H][C@@](C)(CC1=CC=CC=C1)N(C)CC=C
DB04678,H TYPE II TRISACCHARIDE,,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2O[C@H]2[C@H](O)[C@@H](NC(C)=O)[C@H](O)O[C@@H]2CO)[C@@H](O)[C@H](O)[C@@H]1O
DB04679,Human blood group H type 1 trisaccharide,,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](CO)O[C@H]2O[C@H]2[C@H](O)[C@@H](CO)O[C@@H](O)[C@@H]2NC(C)=O)[C@@H](O)[C@H](O)[C@@H]1O
DB04680,GALACTOSE GREASE,,[H][C@]1(O)[C@@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(OCCCCCCCCC(=O)OC)[C@]1([H])O
DB04681,BETA-METHYLLACTOSIDE,,CO[C@@H]1O[C@H](CO)[C@@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O
DB04682,Octylphenoxy polyethoxyethanol,9036-19-5,CC(C)(C)CC(C)(C)C1=CC=C(OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCO)C=C1
DB04683,"(2R)-3-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-2-[(9E)-HEXADEC-9-ENOYLOXY]PROPYL (9E)-OCTADEC-9-ENOATE",,CCCCCCCC\C=C/CCCCCCCC(=O)OC[C@H](CO[P@](O)(=O)OC[C@H](O)CO)OC(=O)CCCCCCC\C=C/CCCCCC
DB04684,Bis(6-aminohexyl)amine,143-23-7,NCCCCCCNCCCCCCN
DB04685,"1-{(2S,5S)-4-FLUORO-5-[(TRITYLOXY)METHYL]TETRAHYDROFURAN-2-YL}PYRIMIDINE-2,4(1H,3H)-DIONE",,[H][C@]1(F)C[C@@]([H])(O[C@]1([H])COC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1)N1C=CC(=O)NC1=O
DB04686,CHROMOPHORE (ASP-TYR-GLY),,[H]\C(=C1\N=C(N(CC(O)=O)C1=O)[C@@]([H])(N)CC(O)=O)C1=CC=C(O)C=C1
DB04687,DIMETHYL THIOPHOSPHATE,,COP(O)(=S)OC
DB04688,Methylecgonine,7143/9/1,[H][C@@]12CC[C@@]([H])(N1C)[C@@]([H])(C(=O)OC)[C@@]([H])(O)C2
DB04689,2-{5-[3-(6-BENZOYL-1-PROPYLNAPHTHALEN-2-YLOXY)PROPOXY]INDOL-1-YL}ETHANOIC ACID,,CCCC1=C(OCCCOC2=CC3=C(C=C2)N(CC(O)=O)C=C3)C=CC2=C1C=CC(=C2)C(=O)C1=CC=CC=C1
DB04690,Camptothecin,7689/3/4,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=CC=CC=C4N=C13)C2=O
DB04691,2'-O-[1-ethyl-1H-imidazol)] thymidine-5'-monophosphate,,CC1=CN([C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2OCCN2C=CN=C2)C(=O)NC1=O
DB04692,Ethyl (2E)-4-({(2S)-2-[(N-{[(2-methyl-2-propanyl)oxy]carbonyl}-L-valyl)amino]-2-phenylacetyl}amino)-5-[(3S)-2-oxo-3-pyrrolidinyl]-2-pentenoate,,[H]N([C@@H](C(C)C)C(=O)N([H])[C@H](C(=O)N([H])C(C[C@@H]1CCN([H])C1=O)\C=C\C(=O)OCC)C1=CC=CC=C1)C(=O)OC(C)(C)C
DB04693,"Estrane-3,17-dione",5696-58-2,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12[H]
DB04694,"2,6-anhydro-3-deoxy-3-fluoronononic acid",,[H][C@]1(O[C@](O)(C(O)=O)[C@]([H])(F)[C@H](O)[C@H]1O)[C@H](O)[C@H](O)CO
DB04695,Farnesyl thiopyrophosphate,,[H]\C(CC\C(C)=C(/[H])CSP(O)(=O)OP(O)(O)=O)=C(\C)CCC=C(C)C
DB04696,"4-CHLORO-3',3''-DIBROMOPHENOL-1,8-NAPHTHALEIN",,OC1=C(Br)C=C(C=C1)C1(OC(=O)C2=C3C(C=CC=C13)=C(Cl)C=C2)C1=CC(Br)=C(O)C=C1
DB04697,TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE,,NC(N)=NCCCC[C@H](NC(=O)[C@@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H]1CCN1C(=O)[C@@H](CC1CCCCC1)NC(=O)[C@@H]1CC[C@H](CN=C(N)N)CC1)C(N)=O
DB04698,"N-(1,4-dihydro-5H-tetrazol-5-ylidene)-9-oxo-9H-xanthene-2-sulfonamide",353522-10-8,[H]N(C1=NN([H])N=N1)S(=O)(=O)C1=CC2=C(OC3=CC=CC=C3C2=O)C=C1
DB04699,gamma-Butyrolactone,96-48-0,O=C1CCCO1
DB04700,GLUTATHIONE SULFINATE,,N[C@@H](CCC(=O)N[C@@H](C[S@](O)=O)C(=O)NCC(O)=O)C(O)=O
DB04701,S-Methyl glutathione,2922-56-7,CSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O
DB04702,"S-[(2E)-3,7-DIMETHYLOCTA-2,6-DIENYL] TRIHYDROGENTHIODIPHOSPHATE",,[H]\C(CSP(O)(=O)OP(O)(O)=O)=C(\C)CCC=C(C)C
DB04703,Hesperidin,520-26-3,COC1=CC=C(C=C1O)[C@@H]1CC(=O)C2=C(O1)C=C(O[C@@H]1O[C@H](CO[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]1O)C=C2O
DB04704,20-hydroxycholesterol,516-72-3,CC(C)CCC[C@@](C)(O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
DB04705,25-Hydroxycholesterol,2140-46-7,[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)(C)O
DB04706,7beta-hydroxycholesterol,566-27-8,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(C)C
DB04707,Hydroxyfasudil,105628-72-6,O=C1NC=CC2=C(C=CC=C12)S(=O)(=O)N1CCCNCC1
DB04708,"(S)-TETRAHYDROFURAN-3-YL (2S,3S)-4-((S)-4-((1R,3R)-3-(2-AMINO-2-OXOETHYL)-2,3-DIHYDRO-1H-INDEN-1-YL)-2-BENZYL-3-OXO-2,3-DIHYDRO-1H-PYRROL-2-YL)-3-HYDROXY-1-PHENYLBUTAN-2-YLCARBAMATE",,NC(=O)C[C@H]1C[C@@H](C2=CN[C@](C[C@H](O)[C@H](CC3=CC=CC=C3)NC(=O)O[C@H]3CCOC3)(CC3=CC=CC=C3)C2=O)C2=CC=CC=C12
DB04709,"(3AALPHA,4ALPHA,7ALPHA,7AALPHA)- 3A,4,7,7A-TETRAHYDRO-2-(4-NITRO-1-NAPHTHALENYL)-4,7-ETHANO-1H-ISOINDOLE-1,3(2H)-DIONE",,[H][C@]12C(=O)N(C(=O)[C@@]1([H])[C@]1([H])CC[C@@]2([H])CC1)C1=CC=C(C2=CC=CC=C12)[N+]([O-])=O
DB04710,(E)-(S)-4-[(S)-4-METHYL-2-((S)-3-METHYL-2{(S)-2-[(5-METHYL-ISOXAZOLE-3- CARBONYL)-AMINO]-PROPIONYLAMINO}-BUTYRYLAMINO)-PENTANOYLAMINO]-5-((S)-2- OXO-PYRROLIDIN-3-YL)-PENT-2-ENOIC ACID ETHYL ESTER,,CCOC(=O)\C=C\[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)C1=NOC(C)=C1
DB04711,Iodipamide,606-17-7,OC(=O)C1=C(I)C(NC(=O)CCCCC(=O)NC2=C(I)C=C(I)C(C(O)=O)=C2I)=C(I)C=C1I
DB04712,ANILINOMETHYL GLUCO-PHENYLIMIDAZOLE,,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)C2=NC(CNC3=CC=CC=C3)=CN12
DB04713,4-Iodo-D-phenylalanine,62561-75-5,[H][C@@](N)(CC1=CC=C(I)C=C1)C(O)=O
DB04714,ISOPENTENYL PYROPHOSPHATE,,CC(=C)CCO[P@](O)(=O)OP(O)(O)=O
DB04715,IMIDAZOPYRIDAZIN 1,,CC(=O)C1=CC=CC(=C1)C1=CN=C2C=CC(NCC3CC3)=NN12
DB04716,"2-tert-butyl-9-fluoro-1,6-dihydrobenzo[h]imidazo[4,5-f]isoquinolin-7-one",457081-03-7,CC(C)(C)C1=NC2=C3C=CNC(=O)C3=C3C=C(F)C=CC3=C2N1
DB04717,2''-O-[N-(3-(aminopropyl)2-aminoethyl]paromomycin,,NCCCNCCO[C@H]1[C@H](O[C@@H]2[C@@H](O)[C@H](N)C[C@H](N)[C@H]2O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2N)O[C@H](CO)[C@H]1O[C@H]1O[C@@H](CN)[C@@H](O)[C@H](O)[C@H]1N
DB04718,"(1R,2R,3S,4R,6S)-4,6-diamino-2-{[3-O-(2,6-diamino-2,6-dideoxy-beta-L-idopyranosyl)-2-O-{2-[(piperidin-3-ylmethyl)amino]ethyl}-beta-D-ribofuranosyl]oxy}-3-hydroxycyclohexyl 2-amino-2-deoxy-alpha-D-glucopyranoside",,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2OCCNCC2CCCNC2)[C@H](N)[C@@H](O)[C@@H]1O
DB04719,"DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE",,CN(C)C1=NC2=C(Br)C(Br)=C(Br)C(Br)=C2N1
DB04720,"S-METHYL-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",,CSC1=NC2=C(N1)C(Br)=C(Br)C(Br)=C2Br
DB04721,"N1,N2-ETHYLENE-2-METHYLAMINO-4,5,6,7-TETRABROMO-BENZIMIDAZOLE",,CN1CCN2C1=NC1=C(Br)C(Br)=C(Br)C(Br)=C21
DB04722,"2-[3-chloro-6-[2,2-difluoro-2-(1-oxidopyridin-1-ium-2-yl)ethyl]imino-1-hydroxypyridin-2-yl]-N-[(1R)-1-(3-chlorophenyl)ethyl]acetamide",,C[C@@H](NC(=O)CC1=C(Cl)C=C\C(=N/CC(F)(F)C2=CC=CC=[N+]2[O-])N1O)C1=CC(Cl)=CC=C1
DB04723,2-(3-GUANIDINOPHENYL)-3-MERCAPTOPROPANOIC ACID,,NC(N)=NC1=CC=CC(=C1)[C@@H](CS)C(O)=O
DB04724,"(S)-2-((S)-3-isobutyl-2,5-dioxo-4-quinolin-3-ylmethyl-[1,4]diazepan-1yl)-N-methyl-3-naphtalen-2-yl-propionamide",,CNC(=O)[C@H](CC1=CC2=CC=CC=C2C=C1)N1CCC(=O)N(CC2=CC3=CC=CC=C3N=C2)[C@@H](CC(C)C)C1=O
DB04725,Licofelone,156897-06-2,CC1(C)CN2C(CC(O)=O)=C(C(=C2C1)C1=CC=CC=C1)C1=CC=C(Cl)C=C1
DB04726,Lumiflavin,1088-56-8,CN1C2=CC(C)=C(C)C=C2N=C2C(=O)NC(=O)N=C12
DB04727,"1-{4-[4-Amino-6-(4-methoxyphenyl)furo[2,3-d]pyrimidin-5-yl]phenyl}-3-[2-fluoro-5-(trifluoromethyl)phenyl]urea",,COC1=CC=C(C=C1)C1=C(C2=C(N)N=CN=C2O1)C1=CC=C(NC(=O)NC2=C(F)C=CC(=C2)C(F)(F)F)C=C1
DB04728,Lividomycin A,36441-41-5,NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)C[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O
DB04729,Gentamicin C1a,26098-04-4,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@H](N)C[C@H](N)[C@@H](O[C@H]3O[C@H](CN)CC[C@H]3N)[C@@H]2O)OC[C@]1(C)O
DB04731,1-ACETYL-2-LYSO-SN-GLYCERO-3-PHOSPHOETHANOLAMINE,,CC(=O)OC[C@H](O)CO[P@](O)(=O)OCC[NH3+]
DB04732,N-(4-MORPHOLINE)CARBONYL-B-(1-NAPHTHYL)-L-ALANINE-L-LEUCINE BORONIC ACID,,[H][C@@](CC(C)C)(NC(=O)[C@@]([H])(CC1=C2C=CC=CC2=CC=C1)NC(=O)N1CCOCC1)B(O)O
DB04733,"1,6-DI-O-PHOSPHONO-D-MANNITOL",,O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O
DB04734,Citraconic acid,498-23-7,C\C(=C\C(O)=O)C(O)=O
DB04735,MONOGALACTOSYL-DIACYLGLYCEROL,,CCCCCCCCCCCCCCCC(=O)O[C@@H](CO[C@@H]1O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]1O)COC(=O)CCCCCCCCCCCC
DB04736,"2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOPYRANOSE(BETA1-4)-2-ACETAMIDO-1,6-ANHYDRO-3-O-[(R)-1-CARBOXYETHYL]-2-DEOXY-BETA-D-GLUCOPYRANOSE-L-ALANYL-GAMMA-D-GLUTAMYL-MESO-DIAMINOPIMELYL-D-ALANINE",,C[C@@H](NC(=O)[C@H](CCC[C@@H](N)C(O)=O)NC(=O)CC[C@@H](NC(=O)[C@H](C)NC(=O)[C@@H](C)O[C@@H]1[C@@H](NC(C)=O)[C@@H]2OC[C@@H](O2)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1NC(C)=O)C(O)=O)C(O)=O
DB04737,(S)-mandelonitrile,28549-12-4,O[C@H](C#N)C1=CC=CC=C1
DB04738,Motuporin,141672-08-4,[H]N1[C@H](CCC(=O)N(C)\C(=C/C)C(=O)N([H])[C@H]([C@H](C)C(=O)N([H])[C@@H](C(C)C)C(=O)N([H])[C@@H](\C=C\C(\C)=C\[C@H](C)[C@H](CC2=CC=CC=C2)OC)[C@H](C)C1=O)C(O)=O)C(O)=O
DB04739,4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE,,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=CC(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1
DB04740,Moxalactam (hydrolyzed),,[H]N(C(=O)[C@@H](C(O)=O)C1=CC=C(O)C=C1)C(OC)(C(O)=O)[C@@]1([H])OCC(=C)C(=N1)C(O)=O
DB04741,Myxothiazol,76706-55-3,CO[C@@H](\C=C\C1=CSC(=N1)C1=CSC(=N1)[C@@H](C)\C=C\C=C\C(C)C)[C@@H](C)C(\OC)=C/C(N)=O
DB04742,"(2R)-2-{(1R)-2-oxo-1-[(2-thienylacetyl)amino]ethyl}-5,6-dihydro-2h-1,3-thiazine-4-carboxylic acid",,[H][C@@](NC(=O)CC1=CC=CS1)(C=O)[C@@]1([H])SCCC(=N1)C(O)=O
DB04743,Nimesulide,51803-78-2,CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O
DB04744,Lawsone,83-72-7,OC1=CC(=O)C2=CC=CC=C2C1=O
DB04745,2-Hydroxyquinoline,59-31-4,O=C1NC2=C(C=CC=C2)C=C1
DB04746,"(10E,12Z)-octadecadienoic acid",2420-56-6,CCCCC\C=C/C=C/CCCCCCCCC(O)=O
DB04747,11-TRANS-13-TRANS-15-CIS-OCTADECATRIENOIC ACID,,CC\C=C/C=C/C=C/CCCCCCCCCC(O)=O
DB04748,OXIMINOARYLSULFONAMIDE,,C(C)(C)CN(C[C@@H](O)[C@@H](NC(=O)[C@H](C(C)C)N1CCN(CC2=CSC(C)=N2)C1=O)CC1=CC=CC=C1)S(=O)(=O)C1=CC=C(C=C1)\C=N\O
DB04749,2-(3-OXO-PROPYLSULFANYLCARBONYL)-ETHANETHIOLATE,,[S-]CCC(=O)SCCC=O
DB04750,OREGON GREEN 488 CARBOXYLATE,,OC(=O)C1=CC(C(O)=O)=C(C=C1)C1=C2C=C(F)C(=O)C=C2OC2=CC(O)=C(F)C=C12
DB04751,Purvalanol A,212844-53-6,[H][C@@](CO)(NC1=NC(NC2=CC=CC(Cl)=C2)=C2N=CN(C(C)C)C2=N1)C(C)C
DB04752,Phosphatidyl ethanol,,[H]\C(CCCCCC)=C(/[H])CCCCCCCC(=O)O[C@@]([H])(COC(=O)CCCCCCC\C([H])=C(\[H])CCCCCCCC)COP(O)(=O)OCCO
DB04753,"9-DEAZAINOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",,OC[C@H]1O[C@H]([C@@H]2O[C@H](CP(O)(O)=O)O[C@H]12)C1=CNC2=C1NC=NC2=O
DB04754,"GUANOSINE-2',3'-O-ETHYLIDENEPHOSPHONATE",,NC1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](CO)[C@H]2O[C@@H](CP(O)(O)=O)O[C@@H]12
DB04755,PROPYL-1-PHOSPHATE,,[O-]CCCOP(=O)=O
DB04756,"2-[(3,5-Dichloro-4-trioxidanylphenyl)amino]benzoic acid",,OOOC1=C(Cl)C=C(NC2=CC=CC=C2C(O)=O)C=C1Cl
DB04757,"GUANOSINE-2',3'-O-METHYLIDENEPHOSPHONATE",,NC1=NC(=O)C2=C(N1)N(C=N2)[C@@H]1O[C@H](CO)[C@H]2O[C@@H](O[C@@H]12)P(O)(O)=O
DB04758,2-[2-ETHANESULFONYLAMINO-3-(1H-INDOL-3-YL)-PROPIONYLAMINO]-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIM IDOYL-BENZYLAMIDE),,CCS(=O)(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCC(N)=O)C(=O)NCC1=CC=C(C=C1)C(N)=N
DB04759,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(3-METHYL-BENZYLAMIDE)",,CC1=CC(CNC(=O)C2=CC(=NC=N2)C(=O)NCC2=CC=CC(C)=C2)=CC=C1
DB04760,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-(4-FLUORO-3-METHYL-BENZYLAMIDE)",,CC1=C(F)C=CC(CNC(=O)C2=CC(=NC=N2)C(=O)NCC2=CC(C)=C(F)C=C2)=C1
DB04761,"PYRIMIDINE-4,6-DICARBOXYLIC ACID BIS-[(PYRIDIN-3-YLMETHYL)-AMIDE]",,O=C(NCC1=CC=CN=C1)C1=CC(=NC=N1)C(=O)NCC1=CN=CC=C1
DB04762,N-PYRIDOXYL-D-GLUTAMIC ACID-5'-MONOPHOSPHATE,,CC1=NC=C(COP(O)(O)=O)C(CN[C@H](CCC(O)=O)C(O)=O)=C1O
DB04763,"1-N-(4-SULFAMOYLPHENYL-ETHYL)-2,4,6-TRIMETHYLPYRIDINIUM",,CC1=CC(C)=[N+](CCC2=CC=C(C=C2)S(N)(=O)=O)C(C)=C1
DB04764,[4-(3-AMINOMETHYL-PHENYL)-PIPERIDIN-1-YL]-(5-PHENETHYL- PYRIDIN-3-YL)-METHANONE,,NCC1=CC=CC(=C1)C1CCN(CC1)C(=O)C1=CC(CCC2=CC=CC=C2)=CN=C1
DB04765,N-PYRIDOXYL-2-METHYL-L-GLUTAMIC ACID-5'-MONOPHOSPHATE,,CC1=NC=C(COP(O)(O)=O)C(CN[C@@](C)(CCC(O)=O)C(O)=O)=C1O
DB04767,N-[1-(4-CARBAMIMIDOYL-BENZYLCARBAMOYL)-3-METHYLSULFANYL-PROPYL]-3-HYDROXY-2-PROPOXYAMINO-BUTYRAMID,,CCCS(=O)(=O)N[C@H]([C@H](C)O)C(=O)N[C@@H](CCSC)C(=O)NCC1=CC=C(C=C1)C(N)=N
DB04768,Pyrithiamine Pyrophosphate,,CC1=NC=C(C[N+]2=CC=CC(CCO[P@](O)(=O)OP(O)(O)=O)=C2C)C(N)=N1
DB04769,"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE",,O=C1NC(=O)\C(S1)=C\C1=CC2=C(C=C1)N=CC=N2
DB04770,"O6-(R)-ROSCOVITINE, R-2-(6-BENZYLOXY-9-ISOPROPYL-9H-PURIN-2-YLAMINO)-BUTAN-1-OL",,[H][C@@](CC)(CO)NC1=NC2=C(N=CN2C(C)C)C(OCC2=CC=CC=C2)=N1
DB04771,1-GUANIDINO-4-(N-NITRO-BENZOYLAMINO-L-LEUCYL-L-PROLYLAMINO)BUTANE,,CC(C)C[C@H](NC(=O)C1=CC=C(C=C1)[N+]([O-])=O)C(=O)N1CCC[C@H]1C(=O)NCCCCN=C(N)N
DB04772,1-GUANIDINO-4-(N-PHENYLMETHANESULFONYL-L-LEUCYL-L-PROLYLAMINO)BUTANE,,CC(C)C[C@H](NS(=O)(=O)CC1=CC=CC=C1)C(=O)N1CCC[C@H]1C(=O)NCCCCN=C(N)N
DB04773,METHYL (3R)-3-{[(3R)-3-{[(3R)-3-HYDROXYBUTANOYL]OXY}BUTANOYL]OXY}BUTANOATE,,[H][C@](C)(O)CC(=O)O[C@]([H])(C)CC(=O)O[C@]([H])(C)CC(=O)OC
DB04774,Reidispongiolide A,,CO[C@H](C\C=C\N(C)C=O)[C@@H](C)C(=O)CC[C@H](C)[C@H](OC)[C@H](C)[C@H]1OC(=O)\C=C\C=C(C)\C[C@H](CC2=CC(=O)O[C@H](C2)[C@H](C)[C@H](C[C@H](OC)\C=C\[C@H](C)[C@H](C[C@@H](OC)\C=C\[C@@H]1C)OC)OC)OC
DB04775,Reidispongiolide C,,[H]/C1=C([H])\C(=O)O[C@]([H])([C@@]([H])(C)[C@@]([H])(OC)[C@@]([H])(C)CCC(=O)[C@]([H])(C)[C@@]([H])(CCC(O)=O)OC)[C@@]([H])(C)\C([H])=C([H])\[C@@]([H])(C[C@]([H])(OC)[C@@]([H])(C)\C([H])=C([H])\[C@]([H])(C[C@]([H])(OC)[C@@]([H])(C)[C@@]2([H])CC(C[C@@]([H])(C\C(C)=C\1/[H])OC)=CC(=O)O2)OC)OC
DB04776,(2R)-2-({6-[benzyl(methyl)amino]-9-isopropyl-9H-purin-2-yl}amino)butan-1-ol,,[H][C@@](CC)(CO)NC1=NC2=C(N=CN2C(C)C)C(=N1)N(C)CC1=CC=CC=C1
DB04777,(R)-4-Nitrostyrene oxide,78038-43-4,[O-][N+](=O)C1=CC=C(C=C1)[C@@H]1CO1
DB04778,SC45647,,C[C@@H](N[C@@H](NCC(O)O)NC1=CC=C(CN)C=C1)C1=CC=CC=C1
DB04779,ETHYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE,,CCS\C(CC1=CC=CC=C1)=N/OS(O)(=O)=O
DB04780,Sulfatide,,CCCCCCCCCCCCCCCCCCCCCC[C@@H](O)C(=O)N[C@@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](OS(O)(=O)=O)[C@H]1O)[C@H](O)\C=C\CCCCCCCCCCCCC
DB04781,5-hydroxyvaleric acid,13392-69-3,OCCCCC(O)=O
DB04782,(S)-4-Nitrostyrene oxide,78038-42-3,[O-][N+](=O)C1=CC=C(C=C1)[C@H]1CO1
DB04783,Sphinxolide B,,CO[C@H](C\C=C\N(C)C=O)[C@@H](C)C(=O)CC[C@H](C)[C@H](OC)[C@H](C)[C@H]1OC(=O)\C=C\C=C(C)/C[C@H](CC2=CC(=O)O[C@H]([C@H]2O)[C@H](C)[C@H](C[C@H](OC)\C=C\[C@H](C)[C@@H](O)C[C@@H](OC)\C=C\[C@@H]1C)OC)OC
DB04784,(R)-1-phenylethanol,1517-69-7,C[C@@H](O)C1=CC=CC=C1
DB04785,Streptolydigin,7229-50-7,[H][C@@]1([C@H](C)C(=O)NC)N([C@@H]2CC[C@H](O)[C@H](C)O2)C(=O)\C(=C(\O)/C=C/C(/C)=C/[C@@H](C)[C@@]2([H])O[C@@]3(C)O[C@H](C=C[C@@]33CO3)[C@@H]2C)C1=O
